"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Equatorial Guinea","GNQ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.965518951416","42.6976203918457","45.2571105957031","48.8267402648926","","","","37.2295417785645","","","","","",
"Greece","GRC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2110595703125","70.0653610229492","","68.0180206298828","","75.34765625","","69.4603881835938","73.4959335327148","68.7951812744141","65.3348999023438","","","53.7142906188965","62.9711799621582","63.590389251709","62.9976615905762","64.0625","62.9491882324219","","",
"Greenland","GRL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7404289245605","51.4327011108398","53.0699691772461","","57.4748382568359","","57.2046089172363","","57.27294921875","58.4919090270996","63.6986312866211","66.0630111694336","67.696907043457","69.6494216918945","","","","","","","","",
"High income","HIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9000015258789","86.3897323608398","87.5492324829102","89.3990097045898","90.6256332397461","91.1424713134766","91.8492126464844","93.1641693115234","94.8320693969727","94.5602416992188","95.1198806762695","95.124153137207","95.6056365966797","95.7912902832031","95.7918472290039","96.0071563720703","96.4113311767578","96.1748580932617","96.6066284179688","96.8944091796875","96.5510864257813","95.982048034668","",
"Honduras","HND","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.2134399414063","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2402877807617","","","76.4979629516602","76.6304321289063","76.1985321044922","76.2850189208984","75.6534118652344","73.9833068847656","73.8028411865234","70.638786315918","69.7107086181641","70.0088577270508","70.4675979614258","70.2974395751953","71.3722381591797","71.6619567871094","75.4973983764648","75.9007110595703","75.5362167358398","",
"Croatia","HRV","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0218505859375","89.3076629638672","88.085090637207","88.1356582641602","87.9819717407227","89.9708786010742","86.9990005493164","",
"IDA & IBRD total","IBT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7398529052734","84.639030456543","83.7113876342773","83.5049667358398","83.6647796630859","85.2263412475586","82.9297103881836","",
"IDA total","IDA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.64453125","81.2807998657227","70.121696472168","72.6843185424805","73.4856262207031","71.6483306884766","76.7992172241211","78.1724624633789","79.066780090332","72.0832672119141","78.4967269897461","65.8405609130859","63.4328804016113","63.3336601257324","61.2284393310547","59.8893814086914","60.951358795166","","",
"Indonesia","IDN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA only","IDX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.2662506103516","74.2233810424805","73.1036529541016","73.1672897338867","72.7909469604492","73.0733337402344","74.2494812011719","75.3143692016602","76.0593566894531","74.8495864868164","75.202278137207","73.4637908935547","72.2515487670898","72.2029495239258","71.9999084472656","71.8450927734375","72.1307525634766","72.3279113769531","75.0838470458984","75.62255859375","75.4210586547852","",
"Isle of Man","IMN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.502082824707","69.8310470581055","","73.1334381103516","",
"Not classified","INX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4033279418945","","100","","","95.8424606323242","98.6621398925781","98.4401931762695","","","","","100","100","100","100","100","","","",
"Iraq","IRQ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","100","","","","","","","","","","","","","","","","",
"Iceland","ISL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.6615524291992","93.3762512207031","96.2075119018555","","100","100","",
"Jordan","JOR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","",
"Japan","JPN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","",
"Kenya","KEN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6919937133789","98.801139831543","98.9132537841797","99.4349136352539","98.696418762207","98.4161529541016","96.8073120117188","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0189399719238","54.817081451416","57.9615287780762","61.2564010620117","62.357349395752","64.3790817260742","65.7482223510742","68.413200378418","69.6577682495117","71.9735794067383","92.1450271606445","93.0305709838867","92.7841567993164","94.9920120239258","95.4301300048828","","","",
"Cambodia","KHM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.9141006469727","96.0165863037109","94.7456970214844","96.5010223388672","97.6862564086914","98.3148498535156","98.4139022827148","98.2186889648438","99.4791870117188","99.0555419921875","98.9262924194336","100","100","100","100","100","100","100","100","",
"Kiribati","KIR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.8837890625","84.3234329223633","90.4538269042969","85.4263610839844","","","","","","","","72.7134094238281","","","","",
"St. Kitts and Nevis","KNA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5","","61.2359580993652","55.7746505737305","54.4041481018066","55.7065200805664","55.0408706665039","58.3333282470703","","61.8279609680176","63.5910186767578","61.6252784729004","61.6252784729004","63.6165618896484","64.6753234863281","64.6753234863281","68.3291778564453","71.8231964111328","72.0101776123047","","","","",
"Korea, Rep.","KOR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","","100","100","100","100","100","100","100","","77.6199798583984","77.7441635131836","77.1555023193359","79.4896926879883","78.9332427978516","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.2690811157227","90.1758193969727","90.3540802001953","90.1510009765625","89.569221496582","89.7773208618164","89.8456115722656","89.0987167358398","89.6316909790039","90.5285186767578","91.1963424682617","90.7460708618164","90.8123626708984","82.1710815429688","",
"Lao PDR","LAO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7153930664063","76.6925201416016","76.2407379150391","76.1499404907227","77.5226593017578","79.3534622192383","83.3810424804688","85.7590179443359","89.6703109741211","96.8856811523438","91.9874267578125","95.4030609130859","93.7663803100586","97.2380828857422","97.9802398681641","98.2812881469727","98.426399230957","97.496467590332","97.0168991088867","97.016960144043","96.9100875854492","",
"Lebanon","LBN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.576171875","","40.1133193969727","47.766731262207","","56.3671112060547","","","56.388500213623","","","70.1700210571289","","","",
"Libya","LBY","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1482925415039","","77.3345413208008","77.8095169067383","79.9627227783203","79.8434371948242","82.1465377807617","87.8323135375977","87.6360015869141","86.7744979858398","86.7413635253906","87.7609100341797","88.6384963989258","78.7828903198242","","","89.3738098144531","88.9507904052734","88.0665969848633","",
"Latin America & Caribbean","LCN","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.1590728759766","90.0512390136719","90.2029266357422","89.9956512451172","89.4558410644531","89.773567199707","89.9437637329102","89.1517333984375","89.682746887207","90.6797866821289","91.3193817138672","90.909309387207","90.9647979736328","82.6057891845703","",
"Least developed countries: UN classification","LDC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.4796676635742","72.274169921875","","72.0535125732422","72.1386795043945","73.9462585449219","75.0229263305664","75.3125762939453","73.9637069702148","74.4350891113281","72.3946914672852","70.5749435424805","70.4454803466797","70.8164825439453","70.5181121826172","70.5439529418945","71.042610168457","73.7556762695313","74.143180847168","73.8894424438477","",
"Low income","LIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.1836395263672","76.5735473632813","76.1897430419922","72.6575317382813","70.3729782104492","69.6551208496094","69.6304397583008","70.1799697875977","70.8826217651367","70.7586898803711","75.4031677246094","75.2749176025391","74.697868347168","",
"Liechtenstein","LIE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.1101531982422","82.390380859375","","80.2432327270508","","86.2257995605469","85.0417404174805","85.4791107177734","83.0511932373047","","",
"Lower middle income","LMC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5344390869141","88.5380020141602","89.3884124755859","90.1388397216797","89.7050476074219","88.6905517578125","88.0160522460938","86.7363662719727","83.5779495239258","83.4405288696289","77.4031829833984","76.9959716796875","74.4596786499023","73.5606079101563","73.3474197387695","76.7846527099609","74.7721862792969","",
"Low & middle income","LMY","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7691421508789","84.6869201660156","83.7266387939453","83.5143966674805","83.6792068481445","85.2539901733398","82.9472885131836","",
"Lesotho","LSO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.0668716430664","74.1897888183594","74.8459320068359","72.5864410400391","67.3337631225586","65.475830078125","63.6793403625488","66.7018585205078","71.8129501342773","57.0214996337891","57.6022911071777","63.3819999694824","66.4527969360352","67.5446395874023","72.0328521728516","75.7857971191406","79.1582794189453","86.5256881713867","","","","",
"Late-demographic dividend","LTE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.9966812133789","83.5234527587891","87.2287673950195","89.6658401489258","90.4024810791016","90.9313735961914","90.8017425537109","88.9301223754883","88.8751525878906","86.2956314086914","85.9936904907227","84.7178192138672","85.830207824707","87.9825668334961","88.1627578735352","88.1965179443359","96.1672515869141","97.5891036987305","98.1947708129883","98.5234909057617","98.9175720214844","",
"St. Martin (French part)","MAF","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Monaco","MCO","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.529411315918","75",
"Moldova","MDA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.8190612792969","100","99.1659317016602","99.0862884521484","98.9768524169922","100","",
"Madagascar","MDG","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9862194061279","18.9144401550293","16.6627502441406","15.0726404190063","14.8742904663086","14.8374300003052","14.7079801559448","15.2689695358276","",
"Maldives","MDV","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8770065307617","66.6666717529297","66.4510192871094","66.9413604736328","63.8229293823242","60.8122901916504","","64.2956314086914","67.5959167480469","65.8677368164063","67.9245300292969","74.0919418334961","76.9572525024414","80.7633590698242","77.4742965698242","90.1202011108398","86.0571136474609","82.7975463867188","85.7243728637695","90.1345291137695","91.8594512939453","88.8276901245117","",
"Middle East & North Africa","MEA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.4454498291016","97.2777328491211","96.9857406616211","97.701789855957","98.0930023193359","96.2434310913086","94.7625885009766","93.6671981811523","93.2794189453125","94.1417999267578","94.2842102050781","91.7713165283203","87.0124969482422","86.2035217285156","88.1941528320313","87.9157104492188","87.3616027832031","87.8191833496094","87.2417984008789","84.9835891723633","",
"Mexico","MEX","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.5038223266602","94.9344329833984","95.1533279418945","95.3685684204102","95.0464935302734","95.5881576538086","95.5859069824219","96.0000534057617","95.9999313354492","92.9578704833984","93.2757415771484","93.9415893554688","94.5913467407227","94.8114700317383","95.3408508300781","","",
"Marshall Islands","MHL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2906036376953","86.225227355957","85.1085586547852","84.9330825805664","84.6203689575195","86.4344711303711","83.9141311645508","",
"North Macedonia","MKD","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.1439018249512","49.983081817627","","52.4238510131836","","","","","","","","","",
"Malta","MLT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.576171875","62.7018508911133","60.429328918457","72.484619140625","73.665283203125","76.3926315307617","","98.2713088989258","99.0000534057617","98.9996109008789","98.8698501586914","99.8601837158203","","","","99.5479888916016","","","","95.3369369506836","","",
"Middle East & North Africa (excluding high income)","MNA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.4921722412109","97.325569152832","97.0494537353516","97.7839126586914","98.5795288085938","96.8965682983398","95.3227767944336","94.0549163818359","93.6659317016602","93.2799072265625","93.458610534668","90.3949279785156","84.5083465576172","83.2920989990234","85.7757186889648","85.7261199951172","85.2461318969727","86.0174713134766","86.0053329467773","83.9646682739258","",
"Montenegro","MNE","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","97.5717391967773","98.5428924560547","99.3607025146484","100","100","","100","","93.2701721191406","","",
"Northern Mariana Islands","MNP","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8327598571777","64.5675888061523","63.1916885375977","66.967529296875","71.1575393676758","75.9430770874023","80.1040115356445","83.6394882202148","87.3258895874023","89.9568481445313","93.2438735961914","95.1432571411133","97.1921615600586","97.2461471557617","97.9570007324219","",
"Mauritania","MRT","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","","91.2172775268555","","","87.2023086547852","91.1958618164063","96.8550796508789","",
"Mauritius","MUS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Malawi","MWI","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.5434417724609","","","","","","","","88.3822174072266","87.1723785400391","","95.9127807617188","88.4466018676758","91.6283264160156","90.8098297119141","","","","","","","",
"Malaysia","MYS","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1069107055664","97.8516006469727","97.4583892822266","94.9126281738281","91.025993347168","91.0478134155273","91.885856628418","95.0840072631836","93.5548706054688","93.2599029541016","94.5926895141602","95.3556900024414","96.1211471557617","96.4327621459961","96.7133026123047","98.6477432250977","99.9343872070313","99.7345199584961","98.9094924926758","97.2985687255859","96.7253036499023","",
"North America","NAC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3258209228516","80.9318466186523","85.3979110717773","87.1134414672852","87.2243576049805","90.0510635375977","91.7480087280273","92.427360534668","92.8984375","94.8080368041992","94.9978332519531","95.5756072998047","96.3888092041016","","","","","","","","","","",
"New Caledonia","NCL","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7521133422852","97.3542022705078","79.8889465332031","69.6274566650391","72.4565811157227","75.7501373291016","85.0012283325195","91.9078216552734","98.2364807128906","98.4377288818359","98.013542175293","","","","45.8434600830078","50.0832214355469","55.5236015319824","55.6421012878418","","61.6092796325684","97.7469024658203","",
"Nigeria","NGA","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.1554489135742","49.2353515625","49.9666213989258","51.2249717712402","","","","66.1484985351563","","","","","","","","","","",
"Nicaragua","NIC","Trained teachers in primary education (% of total teachers)","SE.PRM.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.6004867553711","79.1997985839844","72.8966369628906","72.8503189086914","74.2278671264648","","74.6161575317383","76.9449310302734","73.5665817260742","72.2457427978516","72.7441329956055","","74.8618011474609","","","","","","","","","","",
